OP Smash, The Craft of the Cocktail, 3 halved pieces of Lemon, .75 ounce Simple Syrup, .25 ounce Maraschino Liqueur, 1.5 ounces OP Flavored Vodka,,,,,,,,,,
Old Flame, The Craft of the Cocktail, 1 ounce Bombay Gin, .5 ounce Martini & Rossi Sweet Vermouth, .25 ounce Campari, .5 ounce Cointreau, 1.5 ounces Orange Juice, Flamed Orange Peel (Garnish),,,,,,,,
Sloe Scobeyville Sling, Death & Co, 2 ounces Laird's Bonded Apple Brandy, 1 ounce Plymouth Sloe Gin, .5 ounce Lemon Juice, .75 ounce Simple Syrup, 2 dashes Peychaud's Bitters, Club Soda, Slice of Fuji Apple (Garnish),,,,,,,
Sling Of Aphrodite, Death & Co, 2 ounces La Favorite Rhum Agricole Ambre, .5 ounce Clear Creek Pear Brandy, 1 ounce Fuji Apple Juice, .25 ounce Lemon Juice, .5 ounce Cinnamon Bark Syrup, Fan of Apple (Garnish),,,,,,,,
Sleepy Hollow Fizz, Death & Co, 1.5 ounces Flor De Caña 7-Year Rum, .5 ounce El Dorado High-Strength 151 Rum, .5 ounce Lemon Juice, .5 ounce Maple Syrup, 1 Egg Yolk, 2 teaspoons Pumpkin Purée, Club Soda,,,,,,,
Single Origin, Death & Co, 2 ounces Cacao Nib-Infused Cabeza Blanco Tequila, 1 teaspoon Galliano Ristretto, .5 ounce Pineapple Juice, .5 ounce Lemon Juice, .5 ounce Rich Cane Sugar Syrup,,,,,,,,,
Slap 'n' Pickle, Death & Co, 3 wheels of Cucumber, 2 ounces Krogstad Aquavit, .75 ounce Lime Juice, .75 ounce Simple Syrup, 1 teaspoon Grenadine, 2 dashes Bitter Truth Celery Bitters, 1 spear Cucumber (Garnish),,,,,,,
Silver Monk, Death & Co, 2 wheels of Cucumber, 8 leaves of Mint, pinch of Kosher Salt, 2 ounces Siembra Azul Blanco Tequila, .75 ounce Yellow Chartreuse, .75 ounce Lime Juice, .5 ounce Simple Syrup,,,,,,,
Shruff's End, Death & Co, 1 ounce Laphroaig 10-Year Scotch Whisky, 1 ounce Laird's Bonded Apple Brandy, .5 ounce Bénédictine, 2 dashes House Peychaud's Bitters,,,,,,,,,,
Old Fashioned, The Craft of the Cocktail, 1 teaspoon Sugar, 2 dashes Angostura Bitters, 2 slices Orange, 2 Maraschino Cherry, Water Or Soda Water, 2 ounces Bourbon Whiskey,,,,,,,,
Sidewinder, Death & Co, 2 ounces Hine H Cognac, .5 ounce Laird's Bonded Apple Brandy, .25 ounce Bénédictine, .25 ounce Yellow Chartreuse, 1 dash Vieux Pontarlier Absinthe, 1 dash House Peychaud's Bitters,,,,,,,,
Negroni, The Craft of the Cocktail, 1 ounce Campari, 1 ounce Sweet Vermouth, 1 ounce Gin, Flamed Orange Peel (Garnish),,,,,,,,,,
Navy Grog, The Craft of the Cocktail, 1.5 ounces Dusser's Navy Rum, 1 ounce Curaçao, .75 ounce Lime Juice, 2 ounces Water, 2 ounces Orange Juice, Dash Angostura Bitters,,,,,,,,
Nick And Nora Martini, The Craft of the Cocktail, 1.5 ounces Gin, .5 ounce Dry Vermouth, Olive (Garnish),,,,,,,,,,,
New Orleans Cocktail, The Craft of the Cocktail, 2 ounces Bourbon Whiskey, 3 dashes Peychaud's Bitters, 2 dashes Curaçao, Flamed Lemon Peel (Garnish),,,,,,,,,,
Mud Slide, The Craft of the Cocktail, 1 ounce Vodka, 1 ounce Kahlúa, 1 ounce Baileys Irish Cream, 1 ounce Heavy Cream,,,,,,,,,,
Negrita, The Craft of the Cocktail, .5 ounce Pisco, .5 ounce Coffee Liqueur, .5 ounce Cold Espresso,,,,,,,,,,,
Mud And Blood, The Craft of the Cocktail, 2 ounces Carrot Juice, 2 ounces Beef Broth, 2 ounces Orange Juice, dash Tabasco Sauce, dash Worcestershire Sauce, 2 ounces Pepper Vodka,,,,,,,,
Monkey Gland, The Craft of the Cocktail, splash of Ricard, 2 ounces Beefeater Gin, 1.5 ounces Orange Juice, 1 teaspoon Grenadine, Flamed Orange Peel (Garnish),,,,,,,,,
Shattered Glasser, Death & Co, 1 ounce El Tesoro Reposado Tequila, .5 ounce Los Amantes Joven Mezcal, .75 ounce Carpano Antica Formula Vermouth, .5 ounce Van Oosten Batavia Arrack, .25 ounce St. Elizabeth Allspice Dram, .25 ounce Bénédictine, 2 dashes Bittermens Xocolatl Mole Bitters,,,,,,,
Shanty Town, Death & Co, 1 ounce Perry's Tot Navy-Strength Gin, Doc's Hard Apple Cider,,,,,,,,,,,,
Moscow Mule, The Craft of the Cocktail, 1.5 ounces Vodka, 4-5 ounces Ginger Beer, wedge Lime (Garnish),,,,,,,,,,,
Sforzando, Death & Co, 1 ounce Rittenhouse 100 Rye Whiskey, .75 ounce Del Maguey Chichicapa Mezcal, .5 ounce Bénédictine, .5 ounce Dolin Dry Vermouth, 2 dashes Bittermens Xocolatl Mole Bitters, Orange Peel (Garnish),,,,,,,,
Sergio Leone, Death & Co, 2 ounces El Tesoro Reposado Tequila, .75 ounce Carpano Antica Formula Vermouth, .25 ounce Solerno Blood Orange Liqueur, 1 dash Bittermens Xocolatl Mole Bitters,,,,,,,,,,
Sentimental Journey, Death & Co, 1.5 ounces Tanqueray No. Ten Gin, 1 ounce Morro Bay Chardonnay, .5 ounce Cinnamon Bark Syrup, Lemon Peel (Garnish),,,,,,,,,,
Seersucker, Death & Co, 1 Strawberry, 2 ounces Flor De Caña Extra-Dry White Rum, 1 ounce Lemon Juice, .5 ounce Cinnamon Bark Syrup, Strawberry (Garnish),,,,,,,,,
Seda De Naranja, Death & Co, .75 ounce El Tesoro Reposado Tequila, .75 ounce Grand Marnier, 1 dash House Orange Bitters, Dry Champagne,,,,,,,,,,
Mojito, The Craft of the Cocktail, 2 tender sprigs of Mint, 1 ounce Simple Syrup, .75 ounce Lime Juice, 1.5 ounces Light Rum, 2 dashes Angostura Bitters (Optional), Soda Water,,,,,,,,
Mint Julep, The Craft of the Cocktail, 2 tender sprigs of Mint, .5 ounce Simple Syrup, 2 ounces Bourbon Whiskey,,,,,,,,,,,
Mimosa, The Craft of the Cocktail, 2 ounces Orange Juice, 4 ounces Champagne,,,,,,,,,,,,
Sea B3, Death & Co, 2 ounces Gosling's Black Seal Rum, .5 ounce Lemon Juice, .5 ounce Orange Juice, .5 ounce Grenadine,,,,,,,,,,
Michelada, The Craft of the Cocktail, 1 ounce Lime Juice, 3 dashes Tabasco Sauce, .25 ounce Soy Sauce, 2 dashes Worcestershire Sauce, Pinch Black Pepper, 1 ounce Maggi Seasoning (Optional), 1 ounce Habanero Sauce (Optional), One 12-ounce Beer,,,,,,
Million-Dollar Cocktail, The Craft of the Cocktail, 1.5 ounces Gin, .5 ounce Sweet Vermouth, .5 ounce Pineapple Juice, .5 small Egg White, 2 dashes Grenadine,,,,,,,,,
Millennium Cocktail, The Craft of the Cocktail, 1.5 ounces Courvoisier Millennium Cognac, 1.5 ounces Pineapple Juice, 1 ounce Curaçao, 1 dash Angostura Bitters, Flamed Orange Peel (Garnish), Nutmeg (Garnish),,,,,,,,
Metropolitan, The Craft of the Cocktail, 1.5 ounces Absolut Kurant Vodka, 1.5 ounces Cranberry Juice, .5 ounce Rose's Lime Juice, .125 ounce Lime Juice, Lime (Garnish),,,,,,,,,
Miami Iced Tea, The Craft of the Cocktail, .5 ounce Vodka, .5 ounce Gin, .5 ounce Rum, .5 ounce Peach Schnapps, 1 ounce Cranberry Juice, 7-Up, wedge Lemon (Garnish),,,,,,,
Scotch Lady, Death & Co, 1.5 ounces Famous Grouse Scotch Whisky, .5 ounce Laird's Bonded Apple Brandy, .75 ounce Lemon Juice, .75 ounce Simple Syrup, .25 ounce Grenadine, 1 Egg White, Brandied Cherry (Garnish),,,,,,,
Scotch Dram, Death & Co, 2 ounces Compass Box Asyla Scotch Whisky, .75 ounce Carpano Antica Formula Vermouth, .25 ounce Drambuie, 1 dash House Peychaud's Bitters,,,,,,,,,,
Mexican Blonde, The Craft of the Cocktail, 1.5 ounces Light Rum, .5 ounce Kahlúa, .5 ounce Curaçao, 1 ounce Heavy Cream,,,,,,,,,,
Merry Widow, The Craft of the Cocktail, Dash Absinthe, 2 ounces Gin, .5 ounce Dry Vermouth, Dash Angostura Bitters, Dash Bénédictine, Flamed Lemon Peel (Garnish),,,,,,,,
Scofflaw, Death & Co, 1.5 ounces Templeton Rye Whiskey, .5 ounce Dolin Blanc Vermouth, .5 ounce Dolin Dry Vermouth, .5 ounce Lemon Juice, .5 ounce Grenadine,,,,,,,,,
Saz Who?, Death & Co, 1.5 ounces Cruzan Single-Barrel Rum, .5 ounce Clear Creek Pear Brandy, 2 dashes Vieux Pontarlier Absinthe, 1 teaspoon Rich Demerara Syrup, 4 dashes House Peychaud's Bitters, 1 dash Angostura Bitters, Lemon Peel,,,,,,,
Schuman's Alley, Death & Co, .75 ounce Contratta Vermouth Bianco, .75 ounce Dolin Dry Vermouth, .75 ounce Cocchi Americano, 1 ounce Fords Gin, .5 ounce Yellow Chartreuse, 1 dash Bittermens Hopped Grapefruit Bitters, 1 dash Dale Degroff's Pimento Bitters, Lemon Peel (Garnish),,,,,,
Saturday Morning Flip, Death & Co, 1 ounce Appleton Estate V/X Rum, 1 ounce Gosling's Black Seal Rum, .75 ounce Ruby Port, 1 teaspoon Espresso-Infused Demerara Syrup, 1 Egg Yolk, 1 dash Angostura Bitters,,,,,,,,
Saramago, Death & Co, Del Maguey Vida Mezcal, 2 ounces Siembra Azul Blanco Tequila, .75 ounce Dolin Blanc Vermouth, .5 ounce St-Germain, 1 dash House Orange Bitters, Grapefruit Peel,,,,,,,,
Sangria Swizzle, Death & Co, 1.5 ounces Dried Currant-Infused Wild Turkey Rye Whiskey, 1 ounce Red Rioja Wine, .75 ounce Cointreau, .5 ounce Lime Juice, 1 teaspoon Simple Syrup, 1 dash Bittermens Xocolatl Mole Bitters, Wheel of Orange (Garnish),,,,,,,
Sade's Taboo, Death & Co, 2 ounces Hine H Cognac, .75 ounce Cocchi Americano, .75 ounce Dolin Rouge Vermouth, 1 dash Bittermens Hopped Grapefruit Bitters,,,,,,,,,,
Run For The Roses, Death & Co, .5 ounce Knappogue Castle 12-Year Irish Whiskey, 2 ounces Rose-Infused Lillet Rosé, .5 ounce Massenez Kirsch Vieux Cherry Brandy, 1 teaspoon Rich Cane Sugar Syrup, Dry Champagne,,,,,,,,,
Rock Paper Scissors, Death & Co, 1.5 ounces Zacapa 23-Year Rum, .75 ounce Carpano Antica Formula Vermouth, .5 ounce Otima 10-Year Tawny Port, 2.5 teaspoons Marie Brizard White Crème De Cacao, 2.5 teaspoons Alchemia Chocolate Vodka, 1 dash Bittermens Xocolatl Mole Bitters, 1 dash Angostura Bitters,,,,,,,
Rum Julep, Death & Co, .75 ounce Lemon Hart 151 Rum, .75 ounce Lemon Hart Original Rum, .5 ounce Appleton Estate V/X Rum, .25 ounce Velvet Falernum, .25 ounce Donn's Spices #2, .5 ounce Orange Juice, .5 ounce Lime Juice, .5 ounce Acacia Honey Syrup, Bouquet of Mint (Garnish),,,,,
Melon Martini, The Craft of the Cocktail, .5 cup chopped Yellow And Honeydew Melon, 1 ounce Honey Syrup, 1 ounce Maraschino Liqueur, 1 ounce Lime Juice, 1.5 ounces Absolut Citron Vodka, Sprigs of Mint (Garnish),,,,,,,,
Meloncholy Baby, The Craft of the Cocktail, 1.5 ounces Absolut Citron Vodka, .75 ounce Lemon Juice, 2 ounces Simple Syrup, .5 cup chopped Canteloupe, 3 ounces Water, Flamed Lemon Peel (Garnish),,,,,,,,
Melon Ball, The Craft of the Cocktail, .75 ounce Midori, .75 ounce Vodka, 5 ounces Orange Juice, slice Orange (Garnish), slice Melon (Garnish),,,,,,,,,
Melon Lime Daiquiri, The Craft of the Cocktail, .5 cup chopped Yellow And Honeydew Melon, 1 ounce Brown Sugar Syrup, 1 ounce Maraschino Liqueur, 1 ounce Lime Juice, 2 ounces White Rum, Sprigs of Mint (Garnish),,,,,,,,
Melon Daiquiri, The Craft of the Cocktail, 2 ounces Sake, .75 cup chopped Yellow And Honeydew Melon, 2 ounces Simple Syrup, 1 ounce Lime Juice, balls of Melon (Garnish),,,,,,,,,
Martinez Cocktail (Updated), The Craft of the Cocktail, 2 dashes Angostura Bitters, 2 dashes Maraschino Liqueur, 1.5 ounces Gin, 1 ounce Dry Vermouth, Lemon (Garnish),,,,,,,,,
Mark Twain Cocktail, The Craft of the Cocktail, 1.5 ounces Scotch Whisky, .75 ounce Lemon Juice, 1 ounce Simple Syrup, 2 dashes Angostura Bitters,,,,,,,,,,
Martinez Cocktail (Original), The Craft of the Cocktail, 1 dash Bokers Bitters (substitute Angostura Bitters), 2 dashes Maraschino Liqueur, 1 pony Old Tom Gin, 1 wineglass Sweet Italian Vermouth, one quarter Lemon (Garnish), Gum Syrup (Optional),,,,,,,,
Marlene Dietrich, The Craft of the Cocktail, 2 ounces Canadian Whiskey, .5 ounce Curaçao, 3 dashes Angostura Bitters, 1 piece Lemon, 1 piece Orange,,,,,,,,,
Margarita, The Craft of the Cocktail, 1.5 ounces Tequila, 1 ounce Cointreau, .75 ounce Lime Juice, Salt (Garnish),,,,,,,,,,
Maragato, The Craft of the Cocktail, 1 ounce Light Rum, .5 ounce Sweet Vermouth, .5 ounce Dry Vermouth, 1 ounce Orange Juice, .5 ounce Lime Juice, Dash Maraschino Liqueur, Flamed Orange Peel (Garnish),,,,,,,
Man O' War, The Craft of the Cocktail, 1.5 ounces Wild Turkey 101 Bourbon, 1 ounce Curaçao, .5 ounce Sweet Vermouth, .5 ounce Lemon Juice, slice Orange (Garnish), Cherry (Garnish),,,,,,,,
Rebel Rebel, Death & Co, Half a Cherry Tomato, 1 ounce Siete Leguas Blanco Tequila, 1.5 ounces Watermelon-Infused Dolin Dry Vermouth, 1 ounce Cocchi Americano Rosa, .5 teaspoon Fusion Verjus Blanc, Small pinch of Kosher Salt, 1 dash House Orange Bitters,,,,,,,
Remember The Maine, Death & Co, Vieux Pontarlier Absinthe, 2 ounces Rittenhouse 100 Rye Whiskey, .75 ounce Cocchi Vermouth Di Torino, .25 ounce Cherry Heering, .25 ounce Massenez Kirsch Vieux Cherry Brandy, 2 dashes Vieux Pontarlier Absinthe, Lemon Peel (Garnish),,,,,,,
Red Ant, Death & Co, 1.5 ounces Rittenhouse 100 Rye Whiskey, 1 teaspoon Del Maguey Chichicapa Mezcal, .5 ounce Massenez Kirsch Vieux Cherry Brandy, .5 ounce Cherry Heering, .5 teaspoon Cinnamon Bark Syrup, 2 dashes Bittermens Xocolatl Mole Bitters, 3 skewered Brandied Cherry (Garnish),,,,,,,
Ravi's Daiquiri, Death & Co, 2 ounces Flor De Caña Extra-Dry White Rum, .75 ounce Lime Juice, .5 ounce Rich Syrup, Wedge of Lime (Garnish),,,,,,,,,,
Range Life, Death & Co, 2 ounces El Tesoro Reposado Tequila, .5 ounce Campari, .5 ounce Grand Marnier, .5 ounce Punt E Mes,,,,,,,,,,
Ramble, Death & Co, 2 ounces Plymouth Gin, 1 ounce Lemon Juice, 1.25 ounces Simple Syrup, 3 Raspberry,,,,,,,,,,
Radio Days, Death & Co, Crescent of Orange, 1 dash Angostura Bitters, 1 ounce Tanqueray London Dry Gin, .75 ounce Salers Gentiane Aperitif, .75 ounce Lemon Juice, .5 ounce Acacia Honey Syrup, Dry Champagne, Crescent of Orange (Garnish),,,,,,
Ramos Gin Fizz, Death & Co, 2 ounces Plymouth Gin, .5 ounce Lemon Juice, .5 ounce Lime Juice, 1 ounce Simple Syrup, 1 ounce Heavy Cream, 1 Egg White, 6 drops Orange Flower Water, 2 ounces Club Soda,,,,,,
Racketeer Julep, Death & Co, Sprig of Mint, 2 ounces Bols Genever, .5 ounce Smith & Cross Rum, 1 teaspoon Rich Demerara Syrup, 1 teaspoon Vanilla Syrup, 1 dash Bitter Truth Aromatic Bitters, Bouquet of Mint (Garnish),,,,,,,
Raisin Burn, Death & Co, 2 ounces Dried Currant-Infused Wild Turkey Rye Whiskey, .75 ounce Lustau East India Solera Sherry, 1 whole Egg, .5 ounce Heavy Cream, 1 dash Angostura Bitters, Cinnamon (Garnish),,,,,,,,
Queen's Park Swizzle, Death & Co, 10 leaves of Mint, .75 ounce Simple Syrup, 1 cube of White Sugar, 2 ounces Caña Brava Rum, 1 ounce Lime Juice, 4 dashes House Peychaud's Bitters, 4 dashes Angostura Bitters, Sprig of Mint (Garnish),,,,,,
Queen Palm, Death & Co, 1.5 ounces Plymouth Gin, .5 ounce Donn's Spices #2, 3 dashes Kalani Ron De Coco Coconut Liqueur, .5 ounce Grapefruit Juice, .5 ounce Lime Juice, .5 ounce Coconut Water, 1 teaspoon Rich Cane Sugar Syrup,,,,,,,
Puerto Rican Racer, Death & Co, 2 ounces Ron Del Barrilito 3-Star Rum, .5 ounce Laird's Bonded Apple Brandy, Scant .5 ounce Yellow Chartreuse, 1 teaspoon Grenadine, 1 dash House Peychaud's Bitters,,,,,,,,,
Pretty Bird, Death & Co, 1.5 ounces Bombay London Dry Gin, .5 ounce Rhum Clément Créole Shrubb, .75 ounce Grapefruit Juice, .5 ounce Lime Juice, .25 ounce Grenadine, 1 teaspoon Cinnamon Bark Syrup, Wheel of Lime (Garnish), Flag with Cherry,,,,,,
Pressure Drop, Death & Co, 1.5 ounces Ransom Old Tom Gin, 1 ounce Amaro Meletti, .5 ounce Dolin Dry Vermouth, 1 teaspoon Clear Creek Pear Brandy, 1 dash Angostura Bitters,,,,,,,,,
Preakness, Death & Co, 1.5 ounces Old Grand-Dad 114 Bourbon, .75 ounce Carpano Antica Formula Vermouth, .25 ounce Bénédictine, 1 dash Bitter Truth Aromatic Bitters, Orange Peel (Garnish),,,,,,,,,
Prima China, Death & Co, 2 ounces Siembra Azul Añejo Tequila, .75 ounce Earl Grey-Infused Dolin Blanc Vermouth, .25 ounce Cynar, 1 teaspoon Marie Brizard White Crème De Cacao, 1 dash Bittermens Xocolatl Mole Bitters, Grapefruit Peel (Garnish),,,,,,,,
Port Au Prince, Death & Co, 1 ounce Barbancourt 3-Star Rum, 1 ounce El Dorado 3-Year Rum, .25 ounce Lemon Hart 151 Rum, .75 ounce Velvet Falernum, .75 ounce Lime Juice, .5 ounce Pineapple Juice, .25 ounce Grenadine, 1 teaspoon Ginger Syrup, 6 drops Bittermens 'Elemakule Tiki Bitters, Pineapple (Garnish), Flag with Brandied Cherry (Garnish),,,
Port Authority, Death & Co, 4 Blackberry, 2 ounces Cognac, .75 ounce Otima 10-Year Tawny Port, .5 ounce Crème De Cassis, .5 ounce Lemon Juice, 2 dashes Bittermens Xocolatl Mole Bitters, Blackberry (Garnish),,,,,,,
Pisco Inferno, Death & Co, 2 ounces Campo De Encanto Acholado Pisco, .5 ounce Ancho Chile-Infused Dolin Rouge Vermouth, 2.25 teaspoons Cherry Heering, 2.25 teaspoons Massenez Kirsch Vieux Cherry Brandy, 2 dashes Fee Brothers Whiskey Barrel-Aged Bitters, 1 dash House Orange Bitters, Orange Peel (Garnish),,,,,,,
Poire Man's Cobbler, Death & Co, cubed quarter of Bartlett Pear, 2 ounces Busnel VSOP Calvados, .25 ounce Bénédictine, 2 dashes House Peychaud's Bitters, Slice of Bartlett Pear (Garnish),,,,,,,,,
Pit Stop Flip, Death & Co, 1.5 ounces Laird's Bonded Apple Brandy, .5 ounce Sandeman Rainwater Madeira, .5 ounce Maple Syrup, 1 Egg Yolk, .5 ounce Heavy Cream, Nutmeg (Garnish), Slice of Apple (Garnish),,,,,,,
Pink Elephant, Death & Co, 2 ounces Tanqueray London Dry Gin, 1 teaspoon Luxardo Maraschino Liqueur, 1 teaspoon Massenez Crème De Mûre Blackberry Liqueur, .75 ounce Grapefruit Juice, .5 ounce Lime Juice, 1 teaspoon Simple Syrup,,,,,,,,
Pink Flag, Death & Co, 2 leaves of Sage, 2 ounces Tanqueray London Dry Gin, .25 ounce Crème Yvette, .5 ounce Lemon Juice, .5 ounce Pineapple Juice, .5 ounce Orgeat,,,,,,,,
Ping-Pong Cocktail, Death & Co, 2 ounces Plymouth Sloe Gin, .5 ounce Dolin Dry Vermouth, .5 ounce Punt E Mes, 2 dashes House Orange Bitters, Lemon Peel (Garnish),,,,,,,,,
Piña Colada Deconstruction, Death & Co, 2 ounces Pineapple-Infused Flor De Caña Extra-Dry White Rum, 1 teaspoon Kalani Ron De Coco Coconut Liqueur, 1.5 ounces Coconut Water, .5 teaspoon Rich Cane Sugar Syrup, 1 dash Angostura Bitters,,,,,,,,,
Pinche Chivo, Death & Co, 3 wheels of Cucumber, 2 ounces Cabrito Blanco Tequila, .75 ounce Sage-Infused Dolin Blanc Vermouth, .75 ounce Lime Juice, .5 ounce Acacia Honey Syrup, Ribbon of Cucumber (Garnish),,,,,,,,
Pillow Talk, Death & Co, 1.5 ounces Beefeater 24 Gin, .25 ounce Plymouth Sloe Gin, .25 ounce Crème Yvette, .75 ounce Grapefruit Juice, .5 teaspoon Vanilla Syrup, Sparkling Rosé,,,,,,,,
Mai Tai, The Craft of the Cocktail, 2 ounces Aged Rum, .75 ounce Curaçao, .75 ounce Lime Juice, .25 ounce Orgeat, 2 sprigs Mint (Garnish), wedge Lime (Garnish),,,,,,,,
Mandrin Cherry Smash, The Craft of the Cocktail, half a quartered Lemon, .75 ounce Cherry Brandy, 1.5 ounces Absolut Mandrin Vodka,,,,,,,,,,,
Manhattan, The Craft of the Cocktail, 2 ounces Rye Whiskey, 1 ounce Sweet Italian Vermouth, 2 dashes Angostura Bitters, Cherry (Garnish),,,,,,,,,,
Phil's Daiquiri, Death & Co, 2 ounces Barbancourt White Rum, .75 ounce Lime Juice, .5 ounce Rich Cane Sugar Syrup, Wedge of Lime (Garnish),,,,,,,,,,
Petticoat, Death & Co, 2 ounces Szechuan Peppercorn-Infused Plymouth Gin, .25 ounce Velvet Falernum, .25 ounce Marie Brizard Apricot Liqueur, .75 ounce Lime Juice, .25 ounce Rich Cane Sugar Syrup,,,,,,,,,
Malibu Bay Breeze, The Craft of the Cocktail, 1.5 ounces Malibu Coconut Rum, 4 ounces Pineapple Juice, 1.5 ounces Cranberry Juice, wedge Lime (Garnish), Nutmeg (Garnish),,,,,,,,,
Madison Avenue Cocktail, The Craft of the Cocktail, 1.5 ounces White Rum, .75 ounce Cointreau, .5 ounce Lime Juice, Dash Orange Bitters, 3 leaves of Mint, Sprig of Mint (Garnish), slice Lime (Garnish),,,,,,,
Madras, The Craft of the Cocktail, 1.5 ounces Vodka, 4 ounces Orange Juice, 1.5 ounces Cranberry Juice, slice Orange (Garnish),,,,,,,,,,
Macarena Mist, The Craft of the Cocktail, 1 ounce Kahlúa, .5 ounce Malibu Coconut Rum, .5 ounce White Crème De Menthe, 1.5 ounces Heavy Cream,,,,,,,,,,
Lynchburg Lemonade (Dale's Version), The Craft of the Cocktail, 1.5 ounces Jack Daniel's Tennessee Whiskey, 1 ounce Cointreau, .75 ounce Lemon Juice, 7-Up, wedge Lemon (Garnish), slice Orange (Garnish),,,,,,,,
Lust For Life, The Craft of the Cocktail, 1.5 ounces Galliano, .5 ounce Marie Brizard Peach Liqueur, 1 ounce Orange Juice, .5 ounce Heavy Cream, Nutmeg (Garnish),,,,,,,,,
Lucky Double, The Craft of the Cocktail, quartered half of Lemon, .5 ounce Triple Sec, 2 ounces Absolut Mandrin Vodka,,,,,,,,,,,
Los Angeles Cocktail, The Craft of the Cocktail, 1.5 ounces Bourbon Whiskey, .25 ounce Sweet Vermouth, 1 ounce Simple Syrup, 1 ounce whipped whole Egg, .5 ounce Lemon Juice, Nutmeg (Garnish),,,,,,,,
Long Island Iced Tea, The Craft of the Cocktail, .5 ounce Vodka, .5 ounce Gin, .5 ounce Rum, .5 ounce Tequila, .5 ounce Triple Sec, .75 ounce Lemon Juice, .5 ounce Simple Syrup, 3-4 ounces Coca-Cola, wedge Lemon (Garnish),,,,,
London Iced Tea, The Craft of the Cocktail, .75 ounce Gin, .75 ounce Rum, .5 ounce Amaretto, .5 ounce Simple Syrup, .75 ounce Lemon Juice, 3-4 ounces Coca-Cola, piece Lemon (Garnish),,,,,,,
Leprechaun's Delight, The Craft of the Cocktail, 2 ounces Vodka, .5 ounce White Crème De Cacao, .25 ounce Green Crème De Menthe, Green Maraschino Cherry (Garnish),,,,,,,,,,
Le Perroquet, The Craft of the Cocktail, Generous dash Campari, Dash Gin, 2 ounces Orange Juice, 4 ounces Champagne, Twist of Lemon Peel (Garnish), Twist of Orange Peel (Garnish),,,,,,,,
Lizzy Sour, The Craft of the Cocktail, 1 ounce Alizé Gold Passion, 1.5 ounces Apricot Liqueur, 1 ounce Lemon Juice, wheel of Lemon (Garnish),,,,,,,,,,
Lemon Meringue, The Craft of the Cocktail, 1.5 ounces Citrus Vodka, .75 ounce Limoncello, .5 ounce White Crème De Cacao,,,,,,,,,,,
Knickerbocker Martini, The Craft of the Cocktail, 2 dashes Orange Bitters, 1 dash Curaçao, 1 liqueur glass Dry French Vermouth, 2 liqueur glasses Gin, Lemon Peel (Garnish),,,,,,,,,
Leo Special, The Craft of the Cocktail, 1.5 ounces Gin, 1 ounce Cointreau, .75 ounce Lime Juice, Dash Pernod, Dash Green Crème De Menthe,,,,,,,,,
Lemon Drop, The Craft of the Cocktail, .25 ounce Lemon Juice, .5 ounce Cointreau, 2 ounce Citrus Vodka, wheel of Lemon (Garnish),,,,,,,,,,
Latin Love, The Craft of the Cocktail, 1 ounce Cruzan Coconut Rum, 1 ounce Cruzan Banana Rum, 3 ounces Pineapple Juice, 1 ounce Coco Lopez, 1 ounce Raspberry Juice, 1 ounce Heavy Cream, 1 scoop Ice,,,,,,,
Knickerbocker, The Craft of the Cocktail, 2 ounces Appleton Rum, .5 ounce Curaçao, .5 ounce Raspberry Syrup, .75 ounce Lemon Juice, 1  wedge Lemon,,,,,,,,,
Kir Royale, The Craft of the Cocktail, Champagne, .25 ounce Crème De Cassis, Lemon Peel (Garnish) (Optional),,,,,,,,,,,
Kir, The Craft of the Cocktail, .25 ounce Crème De Cassis, White Wine, Lemon Peel (Garnish) (Optional),,,,,,,,,,,
King Alfonse, The Craft of the Cocktail, 1.5 ounces Dark Crème De Cacao, 1 ounce Heavy Cream,,,,,,,,,,,,
Knickerbein Cocktail, The Craft of the Cocktail, .75 ounce Curaçao, .75 ounce Maraschino Liqueur, .75 ounce VS Cognac, 1 ounce Egg, Nutmeg (Garnish), Orange Zest (Garnish),,,,,,,,
Kentucky Colonel, The Craft of the Cocktail, 2 ounces Bourbon Whiskey, 1 ounce Bénédictine,,,,,,,,,,,,
Jerry Thomas's Apple Toddy, The Craft of the Cocktail, half a baked Apple, 1 tablespoon Fine White Sugar, 1 wine glass of Applejack, Whole Nutmeg (Garnish),,,,,,,,,,
Kamikazi, The Craft of the Cocktail, 2  pieces Lime, 2 ounces Vodka, .5 ounce Cointreau, .5 ounce Rose's Lime Juice,,,,,,,,,,
Jump Shot, The Craft of the Cocktail, 1.5 ounces White Rum, .5 ounce Curaçao, 1 ounce Pineapple Juice, 2 dashes Angostura Bitters,,,,,,,,,,
Peachy Pachacuti, Death & Co, 3 slices of ripe Peach, 2 ounces Macchu Pisco, .5 ounce Lime Juice, .5 ounce Lemon Juice, .75 ounce Acacia Honey Syrup, 1 teaspoon Greek Yogurt,,,,,,,,
Pelée's Blood, Death & Co, 1.5 ounces Rhum Jm 100-Proof Agricole Blanc, 1.5 ounces Donn's Spices #2, 2 dashes Vieux Pontarlier Absinthe, .75 ounce Lime Juice, .5 ounce Grenadine, 1 teaspoon Rich Cane Sugar Syrup, Wheel of Lime (Garnish), Flag with Cherry (Garnish),,,,,,
